tipo_dia_fino,PUlocationID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
SABADO,50.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3333333333333333,1.125,1.1666666666666667,1.4,1.0,1.3333333333333333,1.1666666666666667,1.2,1.0,1.1428571428571428,1.0,1.5,1.2,1.2857142857142858,1.5,1.0,1.1666666666666667,1.2222222222222223,1.3333333333333333,1.2222222222222223,1.0,1.6666666666666667,1.5,1.2857142857142858,1.2222222222222223,1.1428571428571428,1.375,1.2,1.4285714285714286,1.3333333333333333,1.0,1.1111111111111112,1.2,1.125,1.4,1.1428571428571428,1.0,1.25,1.4,1.1,1.3333333333333333,1.2222222222222223,1.2,1.1428571428571428,1.2727272727272727,1.4,1.7,1.6,1.2307692307692308,1.2,1.0,1.25,1.1818181818181819,1.5,1.3333333333333333,1.125,1.375,1.2,1.375,1.1428571428571428,1.2857142857142858,1.1666666666666667,1.25,1.0,1.0,1.0,1.0
SABADO,68.0,1.0,1.1428571428571428,1.2,1.2,1.0,1.6666666666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.2,1.0,1.0,1.0,1.0,1.25,1.0,1.3333333333333333,1.25,1.6666666666666667,1.1428571428571428,1.1666666666666667,1.25,1.3333333333333333,1.25,1.5714285714285714,1.1,1.2222222222222223,1.4,1.375,1.4,1.3333333333333333,1.1666666666666667,1.375,1.5555555555555556,1.25,1.0,1.6363636363636365,1.4,1.6,1.3636363636363635,1.1428571428571428,1.125,1.5,1.375,1.6153846153846154,1.2142857142857142,1.8,1.375,1.4,1.5833333333333333,1.375,1.8181818181818181,1.8888888888888888,1.3333333333333333,2.0,1.5384615384615385,1.4444444444444444,1.2142857142857142,1.3333333333333333,1.5,1.5,1.4545454545454546,1.3333333333333333,2.0,1.25,1.7,1.5714285714285714,1.625,1.5,1.5714285714285714,1.4444444444444444,1.5,1.2857142857142858,1.6666666666666667,1.7142857142857142
SABADO,74.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.6666666666666667,1.0,1.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1666666666666667,1.3333333333333333,1.5,1.0,1.3333333333333333,1.375,1.1428571428571428,1.1,1.0,1.8333333333333333,1.6666666666666667,1.6666666666666667,1.4285714285714286,1.0,1.375,1.3333333333333333,1.6,1.0769230769230769,1.5714285714285714,1.6,1.125,1.3333333333333333,1.4,2.0,1.1666666666666667,1.3333333333333333,1.6666666666666667,1.5,1.3333333333333333,1.2,1.1666666666666667,1.1428571428571428,1.2857142857142858,1.2222222222222223,1.25,1.0,1.25,1.5,1.7142857142857142,1.4285714285714286,1.0,1.4444444444444444,1.0,1.5,1.2,1.75,1.125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.25,1.0,1.0,1.0,1.0,1.2,1.5,1.0
SABADO,75.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.25,1.0,1.0,2.0,1.0,1.3333333333333333,1.0,1.1666666666666667,1.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.0,1.6,1.25,1.2,1.0,1.0,1.5,1.4,1.8,1.4,1.375,1.3333333333333333,1.4444444444444444,1.4285714285714286,1.0,1.0,1.2,1.0,1.3333333333333333,1.5714285714285714,0.0,1.0,1.0,1.2,1.1111111111111112,1.3333333333333333,1.0,1.2857142857142858,1.0,1.75,1.5,1.25,1.4,1.2222222222222223,1.1666666666666667,1.2,1.25,1.0,1.3333333333333333,1.5714285714285714,1.4,1.0,1.0,1.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
SABADO,79.0,1.5833333333333333,1.8333333333333333,1.4545454545454546,1.6363636363636365,1.7777777777777777,1.2222222222222223,1.5,1.5,1.375,1.25,1.2857142857142858,1.0,1.25,1.0,1.0,1.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3333333333333333,1.0,1.0,1.0,1.0,1.1,1.0,1.3333333333333333,1.6666666666666667,1.25,1.2,1.25,1.125,1.25,1.2222222222222223,1.0,1.5714285714285714,1.25,1.125,1.2,1.1111111111111112,1.5714285714285714,1.3333333333333333,1.0,1.1,1.6,1.1,1.2857142857142858,1.25,1.3333333333333333,1.1666666666666667,1.3333333333333333,1.4166666666666667,1.3333333333333333,1.125,1.6,1.5,1.1,1.25,1.7777777777777777,1.7272727272727273,1.8888888888888888,2.076923076923077,1.7,1.4,2.0,1.6666666666666667,1.8461538461538463,1.6875,1.8333333333333333,1.8,1.9230769230769231,1.7777777777777777,1.9166666666666667,1.7272727272727273,2.076923076923077,1.5555555555555556,2.0,1.75,1.3333333333333333,1.4666666666666666,1.8181818181818181,2.0,1.8181818181818181,1.9285714285714286
SABADO,87.0,1.0,1.5384615384615385,1.375,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.2,1.0,1.1666666666666667,1.0,1.0,1.0,1.8,1.0,1.2,1.3333333333333333,1.0,1.6,1.3333333333333333,1.25,1.3333333333333333,1.0,1.2857142857142858,1.375,1.3333333333333333,1.5,1.0,1.2222222222222223,1.0,1.1428571428571428,1.0,1.2,1.4,1.0,1.2,1.0,1.4444444444444444,1.6666666666666667,1.4444444444444444,1.2222222222222223,1.4444444444444444,1.4,1.625,1.5,1.5,1.3333333333333333,1.1666666666666667,1.7272727272727273,1.4545454545454546,1.2222222222222223,1.1818181818181819,1.5,1.4615384615384615,1.5,1.3636363636363635,1.5555555555555556,1.5,1.2,1.25,1.0,1.5555555555555556,1.2222222222222223,1.6,1.1666666666666667,1.0,1.3333333333333333
SABADO,88.0,1.0,1.1666666666666667,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.3333333333333333,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1666666666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SABADO,90.0,1.25,1.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.25,1.5,1.0,1.25,1.0,1.3333333333333333,1.0,1.0,1.3333333333333333,1.5,1.0,1.3333333333333333,1.1111111111111112,1.0,1.2,1.1428571428571428,1.8,1.2857142857142858,1.5,1.0,1.0,1.0,1.0,1.2857142857142858,1.2857142857142858,1.1666666666666667,1.0,1.0,1.75,1.0,1.0,1.3333333333333333,1.1666666666666667,1.3333333333333333,1.0,1.0,1.4,1.125,1.6666666666666667,1.0,1.1666666666666667,1.1428571428571428,1.25,1.4285714285714286,1.0,1.3333333333333333,1.3571428571428572,1.1111111111111112,1.1,1.4285714285714286,1.3333333333333333,1.125,1.7142857142857142,1.75,1.0,1.4285714285714286,1.2857142857142858,1.2857142857142858,1.0,1.6,1.0,1.2,1.5,1.3333333333333333,1.0
SABADO,100.0,1.0,0.0,1.0,1.0,1.3333333333333333,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.5,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,2.0,1.0,1.0,1.0,1.3333333333333333,1.0,1.0,1.0,1.0,1.25,1.0,1.0,1.0,1.0,1.0,1.0,1.4,1.0,0.0,1.0,1.25,1.0,1.25,1.0,1.0,1.25,1.2857142857142858,1.0,1.0,1.5,1.0,1.0,1.0,1.5,1.0,1.2,1.2,1.75,1.0,1.4,1.0,1.0,1.0,1.0,1.0,1.6,1.0,1.0,1.0
SABADO,107.0,1.3333333333333333,1.0,1.0,1.0,1.3333333333333333,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.3333333333333333,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.2,1.0,1.25,1.25,1.0,1.0,1.0,1.3333333333333333,1.125,1.2,1.0,1.1666666666666667,1.0,1.2,1.1666666666666667,1.8333333333333333,1.4,1.1428571428571428,1.3,1.0,1.1,1.4,1.4,1.0,1.0,1.4285714285714286,1.2857142857142858,1.5555555555555556,1.5,1.1666666666666667,1.25,1.4285714285714286,1.4285714285714286,1.2857142857142858,1.7,1.25,1.5714285714285714,1.75,1.8,1.8888888888888888,1.2,1.6153846153846154,2.3333333333333335,1.8,1.875,1.1666666666666667,1.25,1.3333333333333333,1.875,1.1666666666666667,1.4444444444444444,1.3333333333333333,1.5555555555555556,1.8,1.75,1.6666666666666667,1.125,1.0,1.25,1.0
SABADO,113.0,1.0,1.0,1.25,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.2,1.25,1.0,1.0,1.0,1.2857142857142858,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.6666666666666667,1.25,1.0,1.3333333333333333,1.2222222222222223,1.0,1.0,1.0,1.2222222222222223,1.0,1.0,1.2857142857142858,1.5,1.375,1.1428571428571428,1.2,1.2,1.2857142857142858,1.25,1.25,1.25,1.1666666666666667,1.0,1.2,1.6666666666666667,1.2,1.6,1.2857142857142858,1.6,1.0,1.5714285714285714,1.2857142857142858,1.0,1.0,1.0,1.625,1.0,1.25,1.3333333333333333,1.375,1.0,1.1428571428571428,1.4,1.5555555555555556,1.0,1.0,1.0,1.5,1.0,1.1666666666666667,1.2
SABADO,114.0,1.3333333333333333,1.1666666666666667,1.0,1.4,1.4,1.0,1.0,1.2,1.1666666666666667,1.2,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.3333333333333333,1.1666666666666667,1.0,1.0,1.0,1.0,1.5714285714285714,1.4,1.0,4.0,1.0,1.25,1.3333333333333333,1.1428571428571428,1.6666666666666667,1.0,1.1666666666666667,1.0,1.2222222222222223,1.3333333333333333,1.125,1.1666666666666667,1.0,1.0,1.125,1.375,1.1666666666666667,1.0,1.3333333333333333,1.25,1.375,1.75,1.3333333333333333,1.6363636363636365,1.1,1.7,1.4444444444444444,1.8571428571428572,1.2857142857142858,1.2,1.4285714285714286,1.2222222222222223,1.375,1.0,1.4444444444444444,1.4285714285714286,1.25,1.375
SABADO,116.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.5,1.125,1.2,1.2,1.0,1.0,1.0,1.3333333333333333,1.6666666666666667,1.5,1.0,1.0,2.0,1.1428571428571428,1.2,1.0,1.1666666666666667,1.2,1.375,1.0,1.0,1.1666666666666667,1.3333333333333333,1.0,1.25,1.0,1.0,1.2857142857142858,1.0,1.0,1.0,1.25,1.0,1.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,0.0,1.0,0.0,0.0,1.1428571428571428,1.0,1.0,1.0,0.0,0.0,1.0,1.0
SABADO,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SABADO,125.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,1.0,1.0,1.0,1.0,1.4,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.1666666666666667,1.0,1.8,1.0,1.3,1.0,1.0,1.4,1.0,1.25,1.0,1.0,1.3333333333333333,1.0,1.2,1.0,1.0,1.125,0.0
SABADO,127.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.25,0.0,1.4,1.3333333333333333,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
SABADO,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
SABADO,137.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.1428571428571428,1.4,1.0,1.0,1.5,1.2,1.5,1.1428571428571428,1.2,1.1428571428571428,1.0,1.3333333333333333,1.25,1.0,1.3333333333333333,1.0,1.25,1.1428571428571428,1.0,1.25,1.125,1.1428571428571428,1.0,1.1666666666666667,1.0,1.0,1.6666666666666667,1.1428571428571428,1.25,1.25,1.125,1.375,1.1538461538461537,1.0,1.2727272727272727,1.3333333333333333,1.625,1.5,1.1,1.4615384615384615,1.4444444444444444,1.5,2.0,1.5,1.5,1.375,1.1666666666666667,1.0,2.25,1.2,1.4285714285714286,1.5,1.25,1.0,1.3,1.0,1.6,1.0,1.5,1.0,1.0
SABADO,140.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.2857142857142858,1.0,1.3333333333333333,1.25,1.25,1.3333333333333333,1.2857142857142858,1.6,1.0,1.0,1.6,1.5,1.2857142857142858,1.4,1.2222222222222223,1.4,1.125,1.0,1.3333333333333333,1.2857142857142858,1.1,1.375,1.1,1.0,1.125,1.125,1.1666666666666667,1.2222222222222223,1.0,1.0,1.3333333333333333,1.0,1.1111111111111112,1.0,1.3333333333333333,1.4,1.8,1.25,1.2857142857142858,1.3333333333333333,1.1666666666666667,1.3636363636363635,1.4285714285714286,1.0,1.3333333333333333,1.1428571428571428,1.25,1.4444444444444444,1.3333333333333333,1.25,1.4444444444444444,1.2,1.1,1.4545454545454546,1.3333333333333333,1.2,1.1666666666666667,1.0,1.3333333333333333,1.0,1.0,1.0,1.4,1.0,1.3333333333333333,0.0,1.0,1.0
SABADO,141.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.25,1.0,1.3333333333333333,1.0,1.0,1.0,1.125,1.2857142857142858,1.0,1.1428571428571428,1.4,1.7142857142857142,1.0,1.0,1.3333333333333333,1.0,1.375,1.3,1.0,1.2222222222222223,1.1111111111111112,1.3333333333333333,1.3333333333333333,1.2857142857142858,1.5,1.1666666666666667,1.4,1.0,1.2857142857142858,1.8,1.6,1.5,1.0,1.1,1.3333333333333333,1.0,1.8,1.7272727272727273,1.25,1.2857142857142858,1.6666666666666667,1.4444444444444444,1.4545454545454546,1.2727272727272727,2.0,1.5555555555555556,1.6,1.0833333333333333,1.5555555555555556,1.0,1.5,1.375,1.4615384615384615,1.6666666666666667,1.8,1.2222222222222223,1.0,0.0,1.5,1.0,1.6666666666666667,1.0,1.5,1.0
SABADO,142.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,0.0,1.0,1.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.1428571428571428,1.0,1.0,1.1666666666666667,1.0,1.0,1.3333333333333333,1.0,1.0,1.0,1.0,1.2,1.0,1.1666666666666667,1.0,1.0,1.0,1.0,1.0,1.5,1.2,1.0,1.2,1.3333333333333333,1.1428571428571428,1.1428571428571428,1.1666666666666667,1.1666666666666667,1.0,1.1818181818181819,1.0,1.0,1.4,1.5,1.1111111111111112,1.1428571428571428,1.25,1.6,1.5,1.0,1.0,1.0,1.2,1.8,1.0,1.4444444444444444,1.4166666666666667,1.4166666666666667,1.625,1.1818181818181819,1.5,1.3333333333333333,1.25,1.0,2.5,1.5,1.0
SABADO,143.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.2,1.0,1.0,1.0,1.2,1.0,1.0,1.5,1.0,1.0,1.3333333333333333,1.25,1.3333333333333333,1.0,1.25,1.0,1.1428571428571428,1.1428571428571428,1.1666666666666667,1.0,1.2,1.3,1.5,1.6,1.1111111111111112,1.3333333333333333,1.0909090909090908,1.0,1.0,1.0,1.4,1.0,1.25,1.2,1.1666666666666667,1.0,1.0,1.1666666666666667,1.0,1.0,1.4,1.75,1.2857142857142858,1.0,1.1111111111111112,1.4444444444444444,1.3,1.3333333333333333,1.3333333333333333,1.25,1.25,1.2857142857142858,1.4285714285714286,1.3333333333333333,1.4,2.0,1.1428571428571428,1.0,1.5,1.75,1.0,1.2,1.0,1.2,1.0,1.3333333333333333,1.0,1.0,1.0,0.0,1.0
SABADO,144.0,1.0,1.2,1.4,1.5714285714285714,1.1666666666666667,1.1666666666666667,1.2,1.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.5,1.0,0.0,1.0,1.0,1.0,1.0,1.25,1.25,1.0,1.0,1.2222222222222223,1.2222222222222223,1.0,1.5714285714285714,1.3333333333333333,1.2,1.0909090909090908,1.2857142857142858,1.3125,1.4545454545454546,1.3333333333333333,1.1,1.1666666666666667,1.1666666666666667,1.6,1.375,1.3636363636363635,1.4,1.4444444444444444,1.4285714285714286,1.2,1.6153846153846154,1.3076923076923077,1.4166666666666667,1.2222222222222223,1.0,1.0,1.1818181818181819,1.3636363636363635,1.7,1.2727272727272727,1.4545454545454546,1.6666666666666667,1.7142857142857142,1.125,1.25,1.6363636363636365,1.6,1.3333333333333333,1.1428571428571428,1.3,1.1666666666666667,1.0,1.2,1.375,1.1111111111111112,1.1666666666666667,1.5,1.25,1.5
SABADO,148.0,2.0,2.0,2.0,1.4615384615384615,1.4444444444444444,1.3846153846153846,1.4444444444444444,2.0,1.5555555555555556,1.1666666666666667,1.4285714285714286,1.2222222222222223,1.1428571428571428,1.3333333333333333,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.5,1.1,1.0,1.0,1.4285714285714286,1.0,1.0,1.5,1.1,1.1666666666666667,1.125,1.25,1.0,1.0,1.0,1.2222222222222223,1.3333333333333333,1.2,1.0,1.3333333333333333,1.4,1.1111111111111112,1.125,1.4285714285714286,1.125,1.1428571428571428,1.0,1.2222222222222223,1.1538461538461537,1.5,1.1,1.0,1.4444444444444444,1.4285714285714286,1.375,1.5,1.4,1.875,1.3333333333333333,1.1666666666666667,1.8461538461538463,1.5,1.5714285714285714,1.3076923076923077,2.0,1.6153846153846154,1.4444444444444444,1.1818181818181819,1.4444444444444444,1.4,1.8181818181818181,1.5454545454545454,1.4666666666666666,1.5333333333333334,2.1818181818181817,1.7,1.8
SABADO,151.0,1.0,1.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.6666666666666667,1.0,1.0,1.0,1.0,1.0,1.2,1.0,1.0,1.0,1.0,1.0,1.25,1.0,1.4,1.2857142857142858,1.2857142857142858,1.5,1.1666666666666667,1.75,1.1,1.25,1.2,1.5,1.1428571428571428,1.125,1.0,1.0,1.2,1.1666666666666667,1.6666666666666667,1.3333333333333333,1.1666666666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.125,1.0,1.3333333333333333,1.1666666666666667,1.0,1.0,1.0,1.0,1.3333333333333333,1.0,1.0,1.2,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
SABADO,152.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.5,1.0,2.0,1.25,1.0,1.2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.3333333333333333,1.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
SABADO,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SABADO,158.0,1.8333333333333333,1.3333333333333333,1.8,1.0,1.0,1.0,1.3333333333333333,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.25,0.0,1.25,2.0,1.0,1.0,1.0,1.25,1.0,1.0,1.0,1.0,1.0,1.1428571428571428,0.0,1.25,1.0,1.3333333333333333,1.2,1.0,1.2,1.4,1.75,1.0,1.1666666666666667,1.2,1.1666666666666667,1.375,1.0,1.0,1.5,1.4,1.0,1.0,1.0,1.625,1.625,1.3333333333333333,1.625,1.6,1.1428571428571428,1.0,1.375,1.0,1.2857142857142858,1.375,1.2857142857142858,1.2857142857142858,1.3636363636363635,1.2,1.3,1.4,1.0,1.375,1.3333333333333333,1.7777777777777777,1.0,1.3,1.1428571428571428,1.0,1.5,1.0,1.5,1.1428571428571428
